perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Archivos de Castilla y León;FACEBOOK;4946;3;4558;3;2019-05-23
Archivos de Castilla y León;FACEBOOK;4882;2;4529;1;2019-05-04
Archivos de Castilla y León;FACEBOOK;4869;2;4521;3;2019-04-29
Archivos de Castilla y León;FACEBOOK;4846;3;4515;2;2019-04-21
Archivos de Castilla y León;FACEBOOK;4807;4;4507;5;2019-04-08
Archivos de Castilla y León;FACEBOOK;4800;3;4497;3;2019-04-06
Archivos de Castilla y León;FACEBOOK;4783;4;4488;0;2019-04-01
Archivos de Castilla y León;FACEBOOK;4679;3;4430;3;2019-03-02
Archivos de Castilla y León;FACEBOOK;4627;4;4401;3;2019-02-16
Archivos de Castilla y León;FACEBOOK;4619;3;4398;1;2019-02-14
Archivos de Castilla y León;FACEBOOK;4616;4;4397;1;2019-02-13
Archivos de Castilla y León;FACEBOOK;4535;4;4382;1;2019-01-22
Archivos de Castilla y León;FACEBOOK;4459;2;4284;1;2018-12-29
Archivos de Castilla y León;FACEBOOK;4395;3;4265;3;2018-12-10
Archivos de Castilla y León;FACEBOOK;4380;2;4246;-1;2018-12-05
Archivos de Castilla y León;FACEBOOK;4364;3;4242;5;2018-11-30
Archivos de Castilla y León;FACEBOOK;4353;3;4222;1;2018-11-27
Archivos de Castilla y León;FACEBOOK;4334;4;4203;0;2018-11-21
Archivos de Castilla y León;FACEBOOK;4294;4;4180;4;2018-11-10
Archivos de Castilla y León;FACEBOOK;4283;4;4173;6;2018-11-07
Archivos de Castilla y León;FACEBOOK;4257;4;4152;0;2018-10-31
Archivos de Castilla y León;FACEBOOK;4238;4;4125;0;2018-10-25
Archivos de Castilla y León;FACEBOOK;4222;4;4121;5;2018-10-21
Archivos de Castilla y León;FACEBOOK;4201;4;4099;3;2018-10-16
Archivos de Castilla y León;FACEBOOK;4187;4;4091;7;2018-10-12
Archivos de Castilla y León;FACEBOOK;4133;4;4025;75;2018-09-29
Archivos de Castilla y León;FACEBOOK;4102;5;3918;5;2018-09-22
Archivos de Castilla y León;FACEBOOK;4097;3;3913;13;2018-09-21
Archivos de Castilla y León;FACEBOOK;4060;4;3871;1;2018-09-11
Archivos de Castilla y León;FACEBOOK;4048;-1;3832;4;2018-08-30
Archivos de Castilla y León;FACEBOOK;4045;-2;3679;0;2018-08-11
Archivos de Castilla y León;FACEBOOK;4021;3;3658;9;2018-07-22
Archivos de Castilla y León;FACEBOOK;3978;5;3604;4;2018-07-10
Archivos de Castilla y León;FACEBOOK;3956;4;3583;3;2018-07-04
Archivos de Castilla y León;FACEBOOK;3948;2;3576;0;2018-07-02
Archivos de Castilla y León;FACEBOOK;3940;3;3566;1;2018-06-29
Archivos de Castilla y León;FACEBOOK;3928;3;3557;3;2018-06-25
Archivos de Castilla y León;FACEBOOK;3923;4;3553;0;2018-06-23
Archivos de Castilla y León;FACEBOOK;3878;4;3517;15;2018-06-12
Archivos de Castilla y León;FACEBOOK;3866;3;3494;6;2018-06-09
Archivos de Castilla y León;FACEBOOK;3861;4;3486;-1;2018-06-07
Archivos de Castilla y León;FACEBOOK;3833;5;3465;2;2018-05-30
Archivos de Castilla y León;FACEBOOK;3804;1;3448;-2;2018-05-24
Archivos de Castilla y León;FACEBOOK;3750;4;3425;1;2018-05-10
Archivos de Castilla y León;FACEBOOK;3692;4;3390;2;2018-04-26
Archivos de Castilla y León;FACEBOOK;3610;5;3327;1;2018-04-05
Archivos de Castilla y León;FACEBOOK;3600;4;3325;0;2018-04-03
Archivos de Castilla y León;FACEBOOK;3591;3;3323;2;2018-04-01
Archivos de Castilla y León;FACEBOOK;3541;4;3307;4;2018-03-19
Archivos de Castilla y León;FACEBOOK;3478;4;3271;5;2018-03-05
Archivos de Castilla y León;FACEBOOK;3451;4;3228;4;2018-02-26
Archivos de Castilla y León;FACEBOOK;3420;3;3211;2;2018-02-18
Archivos de Castilla y León;FACEBOOK;3408;4;3203;3;2018-02-14
Archivos de Castilla y León;FACEBOOK;3388;3;3188;0;2018-02-09
Archivos de Castilla y León;FACEBOOK;3372;2;3184;6;2018-02-04
Archivos de Castilla y León;FACEBOOK;3090;5;2995;4;2017-11-23
Archivos de Castilla y León;FACEBOOK;3045;3;2956;6;2017-11-12
Archivos de Castilla y León;FACEBOOK;3007;5;2934;0;2017-11-02
Archivos de Castilla y León;FACEBOOK;2993;5;2668;0;2017-10-30
Archivos de Castilla y León;FACEBOOK;2949;5;2668;0;2017-10-19
Archivos de Castilla y León;FACEBOOK;2921;4;2668;0;2017-10-11
Archivos de Castilla y León;FACEBOOK;2881;3;2668;0;2017-09-30
Archivos de Castilla y León;FACEBOOK;2830;3;2668;0;2017-09-17
Archivos de Castilla y León;FACEBOOK;2779;4;2668;0;2017-09-03
Archivos de Castilla y León;FACEBOOK;2760;3;2668;0;2017-08-28
Archivos de Castilla y León;FACEBOOK;2751;3;2668;0;2017-08-25
Archivos de Castilla y León;FACEBOOK;2745;3;2668;0;2017-08-23
Archivos de Castilla y León;FACEBOOK;2723;3;2668;0;2017-08-16
Archivos de Castilla y León;FACEBOOK;2708;3;2668;0;2017-08-11
Archivos de Castilla y León;FACEBOOK;2660;3;2668;0;2017-07-28
Archivos de Castilla y León;FACEBOOK;2648;4;2668;0;2017-07-25
Archivos de Castilla y León;FACEBOOK;2644;4;2668;0;2017-07-24
Archivos de Castilla y León;FACEBOOK;2603;5;2668;0;2017-07-13
Archivos de Castilla y León;FACEBOOK;2594;4;2668;0;2017-07-11
Archivos de Castilla y León;FACEBOOK;2574;4;2647;4;2017-07-04
Archivos de Castilla y León;FACEBOOK;2485;2;2577;3;2017-06-08
Archivos de Castilla y León;FACEBOOK;2483;1;2574;4;2017-06-07
Archivos de Castilla y León;FACEBOOK;2458;5;2557;3;2017-05-30
Archivos de Castilla y León;FACEBOOK;2450;1;2553;3;2017-05-28
Archivos de Castilla y León;FACEBOOK;2438;4;2545;1;2017-05-23
Archivos de Castilla y León;FACEBOOK;2401;5;2482;1;2017-05-10
Archivos de Castilla y León;FACEBOOK;2386;2;2473;2;2017-05-06
Archivos de Castilla y León;FACEBOOK;2363;3;2448;3;2017-04-27
Archivos de Castilla y León;FACEBOOK;2360;3;2445;1;2017-04-26
Archivos de Castilla y León;FACEBOOK;2357;3;2444;3;2017-04-25
Archivos de Castilla y León;FACEBOOK;2338;3;2434;0;2017-04-18
Archivos de Castilla y León;FACEBOOK;2306;3;2392;7;2017-04-07
Archivos de Castilla y León;FACEBOOK;2286;2;2367;0;2017-04-01
Archivos de Castilla y León;FACEBOOK;2260;3;2346;10;2017-03-25
Archivos de Castilla y León;FACEBOOK;2217;4;2276;2;2017-03-08
Archivos de Castilla y León;FACEBOOK;2151;4;2215;-1;2017-02-13
Archivos de Castilla y León;FACEBOOK;2147;3;2216;2;2017-02-12
Archivos de Castilla y León;FACEBOOK;2127;3;2196;1;2017-02-06
Archivos de Castilla y León;FACEBOOK;2111;2;2186;5;2017-01-31
Archivos de Castilla y León;FACEBOOK;2091;3;2168;1;2017-01-24
Archivos de Castilla y León;FACEBOOK;2082;2;2162;1;2017-01-21
Archivos de Castilla y León;FACEBOOK;2077;4;2159;2;2017-01-19
Archivos de Castilla y León;FACEBOOK;2061;2;2151;3;2017-01-14
Archivos de Castilla y León;FACEBOOK;1976;3;2081;3;2016-12-09
Archivos de Castilla y León;FACEBOOK;1962;1;2070;6;2016-12-03
Archivos de Castilla y León;FACEBOOK;1948;1;2053;1;2016-11-24
Archivos de Castilla y León;FACEBOOK;1921;5;2018;2;2016-11-09
Archivos de Castilla y León;FACEBOOK;1887;3;1969;0;2016-10-26
Archivos de Castilla y León;FACEBOOK;1876;0;1965;3;2016-10-23
Archivos de Castilla y León;FACEBOOK;1870;3;1954;1;2016-10-19
Archivos de Castilla y León;FACEBOOK;1858;4;1925;0;2016-10-13
Archivos de Castilla y León;FACEBOOK;1853;3;1923;1;2016-10-11
Archivos de Castilla y León;FACEBOOK;1846;4;1916;2;2016-10-07
Archivos de Castilla y León;FACEBOOK;1819;1;1889;2;2016-09-25
Archivos de Castilla y León;FACEBOOK;1796;3;1870;2;2016-09-13
Archivos de Castilla y León;FACEBOOK;1790;1;1865;1;2016-09-11
Archivos de Castilla y León;FACEBOOK;1785;4;1853;1;2016-09-07
Archivos de Castilla y León;FACEBOOK;1757;0;1847;3;2016-08-28
Archivos de Castilla y León;FACEBOOK;1733;1;1835;1;2016-08-15
Archivos de Castilla y León;FACEBOOK;1732;0;1834;0;2016-08-14
Archivos de Castilla y León;FACEBOOK;1731;1;1834;1;2016-08-12
Archivos de Castilla y León;FACEBOOK;1724;1;1829;-1;2016-08-07
Archivos de Castilla y León;FACEBOOK;1708;0;1790;4;2016-07-31
Archivos de Castilla y León;FACEBOOK;1708;1;1782;6;2016-07-29
Archivos de Castilla y León;FACEBOOK;1664;0;1714;7;2016-07-09
Archivos de Castilla y León;FACEBOOK;1652;4;1627;0;2016-07-04
Archivos de Castilla y León;FACEBOOK;1628;3;1625;3;2016-06-23
Archivos de Castilla y León;FACEBOOK;1578;3;1594;1;2016-06-06
Archivos de Castilla y León;FACEBOOK;1559;3;1566;0;2016-05-27
Archivos de Castilla y León;FACEBOOK;1556;4;1566;1;2016-05-26
Archivos de Castilla y León;FACEBOOK;1547;3;1562;8;2016-05-23
Archivos de Castilla y León;FACEBOOK;1544;1;1547;2;2016-05-20
Archivos de Castilla y León;FACEBOOK;1531;0;1540;5;2016-05-14
Archivos de Castilla y León;FACEBOOK;1518;0;1524;2;2016-05-07
Archivos de Castilla y León;FACEBOOK;1512;4;1516;2;2016-05-04
Archivos de Castilla y León;FACEBOOK;1454;3;1483;0;2016-04-12
Archivos de Castilla y León;FACEBOOK;1445;0;1481;4;2016-04-09
Archivos de Castilla y León;FACEBOOK;1430;2;1460;0;2016-03-31
Archivos de Castilla y León;FACEBOOK;1340;5;1379;2;2016-02-18
Archivos de Castilla y León;FACEBOOK;1324;1;1359;1;2016-02-12
Archivos de Castilla y León;FACEBOOK;1312;3;1340;-1;2016-02-04
Archivos de Castilla y León;FACEBOOK;1278;4;1307;2;2016-01-20
Castilla y León Exterior;FACEBOOK;1881;1;766;0;2020-12-25
Castilla y León Exterior;FACEBOOK;1875;0;762;0;2020-12-13
Castilla y León Exterior;FACEBOOK;1875;0;762;0;2020-12-10
Castilla y León Exterior;FACEBOOK;1874;0;761;0;2020-12-06
Castilla y León Exterior;FACEBOOK;1867;0;760;0;2020-11-23
Castilla y León Exterior;FACEBOOK;1853;2;759;0;2020-11-07
Castilla y León Exterior;FACEBOOK;1846;0;759;0;2020-11-02
Castilla y León Exterior;FACEBOOK;1840;0;757;-1;2020-10-27
Castilla y León Exterior;FACEBOOK;1840;1;758;0;2020-10-25
Castilla y León Exterior;FACEBOOK;1829;1;758;0;2020-10-15
Castilla y León Exterior;FACEBOOK;1828;0;758;0;2020-10-14
Castilla y León Exterior;FACEBOOK;1828;2;758;1;2020-10-13
Castilla y León Exterior;FACEBOOK;1826;1;757;0;2020-10-12
Castilla y León Exterior;FACEBOOK;1807;0;749;0;2020-09-14
Castilla y León Exterior;FACEBOOK;1807;0;749;1;2020-09-13
Castilla y León Exterior;FACEBOOK;1807;0;748;0;2020-09-12
Castilla y León Exterior;FACEBOOK;1807;0;748;0;2020-09-11
Castilla y León Exterior;FACEBOOK;1807;0;748;0;2020-09-10
Castilla y León Exterior;FACEBOOK;1807;0;746;0;2020-08-30
Castilla y León Exterior;FACEBOOK;1807;0;747;0;2020-08-24
Castilla y León Exterior;FACEBOOK;1807;0;747;0;2020-08-22
Castilla y León Exterior;FACEBOOK;1807;0;747;0;2020-08-20
Castilla y León Exterior;FACEBOOK;1806;0;747;1;2020-08-05
Castilla y León Exterior;FACEBOOK;1806;0;746;0;2020-08-03
Castilla y León Exterior;FACEBOOK;1806;2;745;0;2020-07-31
Castilla y León Exterior;FACEBOOK;1799;1;745;0;2020-07-24
Castilla y León Exterior;FACEBOOK;1790;2;746;0;2020-07-16
Castilla y León Exterior;FACEBOOK;1787;0;746;1;2020-07-14
Castilla y León Exterior;FACEBOOK;1777;0;742;0;2020-06-30
Castilla y León Exterior;FACEBOOK;1776;0;742;0;2020-06-28
Castilla y León Exterior;FACEBOOK;1759;1;739;0;2020-06-11
Castilla y León Exterior;FACEBOOK;1751;1;737;0;2020-06-06
Castilla y León Exterior;FACEBOOK;1728;1;733;0;2020-05-15
Castilla y León Exterior;FACEBOOK;1707;0;730;0;2020-04-25
Castilla y León Exterior;FACEBOOK;1702;2;730;0;2020-04-20
Castilla y León Exterior;FACEBOOK;1681;2;728;0;2020-03-26
Castilla y León Exterior;FACEBOOK;1678;1;728;0;2020-03-24
Castilla y León Exterior;FACEBOOK;1653;0;724;0;2020-02-19
Castilla y León Exterior;FACEBOOK;1653;0;724;0;2020-02-18
Castilla y León Exterior;FACEBOOK;1653;0;724;0;2020-02-14
Castilla y León Exterior;FACEBOOK;1653;0;724;0;2020-02-13
Castilla y León Exterior;FACEBOOK;1653;4;724;0;2020-02-12
Castilla y León Exterior;FACEBOOK;1649;0;725;0;2020-02-09
Castilla y León Exterior;FACEBOOK;1643;1;722;0;2020-02-01
Castilla y León Exterior;FACEBOOK;1634;0;719;2;2020-01-17
Castilla y León Exterior;FACEBOOK;1634;0;717;0;2020-01-16
Castilla y León Exterior;FACEBOOK;1628;0;709;1;2020-01-05
Castilla y León Exterior;FACEBOOK;1628;1;708;0;2020-01-03
Castilla y León Exterior;FACEBOOK;1625;0;708;0;2020-01-01
Castilla y León Exterior;FACEBOOK;1622;1;708;0;2019-12-26
Castilla y León Exterior;FACEBOOK;1604;1;707;1;2019-12-12
Castilla y León Exterior;FACEBOOK;1576;0;700;0;2019-11-20
Castilla y León Exterior;FACEBOOK;1569;2;700;0;2019-11-14
Castilla y León Exterior;FACEBOOK;1562;2;699;0;2019-11-08
Castilla y León Exterior;FACEBOOK;1532;1;696;1;2019-10-15
Castilla y León Exterior;FACEBOOK;1521;1;692;1;2019-10-07
Castilla y León Exterior;FACEBOOK;1504;1;686;0;2019-09-24
Castilla y León Exterior;FACEBOOK;1478;1;665;0;2019-09-05
Castilla y León Exterior;FACEBOOK;1477;3;665;2;2019-09-04
Castilla y León Exterior;FACEBOOK;1469;2;646;4;2019-08-30
Castilla y León Exterior;FACEBOOK;1462;1;642;0;2019-08-23
Castilla y León Exterior;FACEBOOK;1454;3;641;0;2019-08-10
Castilla y León Exterior;FACEBOOK;1439;1;633;1;2019-07-25
Castilla y León Exterior;FACEBOOK;1422;1;630;0;2019-07-13
Castilla y León Exterior;FACEBOOK;1405;1;626;0;2019-07-03
Castilla y León Exterior;FACEBOOK;1404;1;626;0;2019-07-02
Castilla y León Exterior;FACEBOOK;1391;2;623;0;2019-06-23
Castilla y León Exterior;FACEBOOK;1384;2;622;0;2019-06-19
Castilla y León Exterior;FACEBOOK;1380;2;621;0;2019-06-17
Castilla y León Exterior;FACEBOOK;1378;2;620;0;2019-06-15
Castilla y León Exterior;FACEBOOK;1365;2;617;0;2019-06-06
Castilla y León Exterior;FACEBOOK;1344;1;613;0;2019-05-21
Castilla y León Exterior;FACEBOOK;1335;0;612;0;2019-05-15
Castilla y León Exterior;FACEBOOK;1327;3;610;0;2019-05-09
Castilla y León Exterior;FACEBOOK;1324;4;610;0;2019-05-08
Castilla y León Exterior;FACEBOOK;1315;2;608;1;2019-05-04
Castilla y León Exterior;FACEBOOK;1311;1;607;0;2019-05-02
Castilla y León Exterior;FACEBOOK;1294;2;599;-1;2019-04-22
Castilla y León Exterior;FACEBOOK;1269;1;586;0;2019-04-11
Castilla y León Exterior;FACEBOOK;1239;1;575;2;2019-03-24
Castilla y León Exterior;FACEBOOK;1227;1;566;2;2019-03-16
Castilla y León Exterior;FACEBOOK;1221;2;0;0;2019-03-12
Castilla y León Exterior;FACEBOOK;1191;2;553;1;2019-02-21
Castilla y León Exterior;FACEBOOK;1187;2;550;0;2019-02-18
Castilla y León Exterior;FACEBOOK;1182;3;548;0;2019-02-15
Castilla y León Exterior;FACEBOOK;1175;1;547;2;2019-02-11
Castilla y León Exterior;FACEBOOK;1143;1;535;0;2019-01-20
Castilla y León Exterior;FACEBOOK;1136;1;534;0;2019-01-14
Castilla y León Exterior;FACEBOOK;1134;2;534;2;2019-01-11
Castilla y León Exterior;FACEBOOK;1110;2;530;0;2018-12-30
Castilla y León Exterior;FACEBOOK;1099;1;528;1;2018-12-23
Castilla y León Exterior;FACEBOOK;1095;3;527;0;2018-12-21
Castilla y León Exterior;FACEBOOK;1075;1;523;0;2018-12-11
Castilla y León Exterior;FACEBOOK;1074;2;523;1;2018-12-10
Castilla y León Exterior;FACEBOOK;1058;1;523;0;2018-11-28
Castilla y León Exterior;FACEBOOK;1045;1;520;0;2018-11-17
Castilla y León Exterior;FACEBOOK;1041;1;518;0;2018-11-15
Castilla y León Exterior;FACEBOOK;1034;0;516;0;2018-11-10
Castilla y León Exterior;FACEBOOK;1032;2;516;0;2018-11-08
Castilla y León Exterior;FACEBOOK;1030;1;516;0;2018-11-07
Castilla y León Exterior;FACEBOOK;1025;1;514;0;2018-11-03
Castilla y León Exterior;FACEBOOK;1023;1;514;0;2018-11-01
Castilla y León Exterior;FACEBOOK;1019;1;514;0;2018-10-29
Castilla y León Exterior;FACEBOOK;1012;2;514;0;2018-10-23
Castilla y León Exterior;FACEBOOK;1010;2;514;0;2018-10-22
Castilla y León Exterior;FACEBOOK;1002;1;508;0;2018-10-17
Castilla y León Exterior;FACEBOOK;996;1;507;-1;2018-10-12
Castilla y León Exterior;FACEBOOK;983;0;507;0;2018-10-05
Castilla y León Exterior;FACEBOOK;975;1;501;0;2018-09-27
Castilla y León Exterior;FACEBOOK;949;2;487;0;2018-09-11
Castilla y León Exterior;FACEBOOK;945;1;469;0;2018-09-04
Castilla y León Exterior;FACEBOOK;944;0;469;0;2018-09-02
Castilla y León Exterior;FACEBOOK;943;-4;469;0;2018-08-30
Castilla y León Exterior;FACEBOOK;943;0;446;0;2018-08-21
Castilla y León Exterior;FACEBOOK;943;0;446;0;2018-08-20
Castilla y León Exterior;FACEBOOK;943;0;446;0;2018-08-19
Castilla y León Exterior;FACEBOOK;920;1;442;1;2018-07-12
Castilla y León Exterior;FACEBOOK;911;1;426;0;2018-07-04
Castilla y León Exterior;FACEBOOK;904;3;426;0;2018-06-30
Castilla y León Exterior;FACEBOOK;883;3;422;1;2018-06-22
Castilla y León Exterior;FACEBOOK;878;2;421;0;2018-06-20
Castilla y León Exterior;FACEBOOK;875;2;421;0;2018-06-18
Castilla y León Exterior;FACEBOOK;866;1;420;0;2018-06-12
Castilla y León Exterior;FACEBOOK;865;2;420;0;2018-06-11
Castilla y León Exterior;FACEBOOK;850;2;419;1;2018-06-04
Castilla y León Exterior;FACEBOOK;837;0;416;0;2018-05-27
Castilla y León Exterior;FACEBOOK;820;2;411;1;2018-05-16
Castilla y León Exterior;FACEBOOK;791;2;403;0;2018-05-02
Castilla y León Exterior;FACEBOOK;732;0;392;0;2018-03-18
Castilla y León Exterior;FACEBOOK;712;3;390;-1;2018-03-11
Castilla y León Exterior;FACEBOOK;671;1;381;0;2018-02-15
Castilla y León Exterior;FACEBOOK;666;0;381;0;2018-02-11
Castilla y León Exterior;FACEBOOK;655;0;380;0;2018-02-04
Castilla y León Exterior;FACEBOOK;653;1;380;1;2018-02-01
Castilla y León Exterior;FACEBOOK;650;1;379;0;2018-01-28
Castilla y León Exterior;FACEBOOK;632;1;376;1;2018-01-11
Castilla y León Exterior;FACEBOOK;571;2;356;0;2017-12-05
Castilla y León Exterior;FACEBOOK;539;0;351;0;2017-11-19
Castilla y León Exterior;FACEBOOK;537;0;347;1;2017-11-17
Castilla y León Exterior;FACEBOOK;531;2;345;0;2017-11-13
Castilla y León Exterior;FACEBOOK;529;0;345;0;2017-11-10
Castilla y León Exterior;FACEBOOK;506;3;289;0;2017-10-21
Castilla y León Exterior;FACEBOOK;503;0;289;0;2017-10-20
Castilla y León Exterior;FACEBOOK;501;2;289;0;2017-10-18
Castilla y León Exterior;FACEBOOK;496;2;289;0;2017-10-14
Castilla y León Exterior;FACEBOOK;480;0;289;0;2017-10-04
Castilla y León Exterior;FACEBOOK;467;0;289;0;2017-09-25
Castilla y León Exterior;FACEBOOK;463;2;289;0;2017-09-21
Castilla y León Exterior;FACEBOOK;454;3;289;0;2017-09-16
Castilla y León Exterior;FACEBOOK;414;1;289;0;2017-08-20
Castilla y León Exterior;FACEBOOK;381;2;289;0;2017-07-28
Castilla y León Exterior;FACEBOOK;372;1;289;0;2017-07-20
Castilla y León Exterior;FACEBOOK;371;3;289;0;2017-07-19
Castilla y León Exterior;FACEBOOK;334;2;287;0;2017-06-21
Castilla y León Exterior;FACEBOOK;323;3;287;2;2017-06-15
Castilla y León Exterior;FACEBOOK;314;0;280;1;2017-06-11
Castilla y León Exterior;FACEBOOK;272;0;265;0;2017-05-21
Castilla y León Exterior;FACEBOOK;261;0;265;0;2017-05-14
Castilla y León Exterior;FACEBOOK;238;2;255;0;2017-04-21
Castilla y León Exterior;FACEBOOK;230;1;255;2;2017-04-15
Castilla y León Exterior;FACEBOOK;210;3;250;4;2017-03-31
Castilla y León Exterior;FACEBOOK;199;0;243;0;2017-03-26
Castilla y León Exterior;FACEBOOK;199;0;243;1;2017-03-25
Castilla y León Exterior;FACEBOOK;192;2;242;1;2017-03-20
Castilla y León Exterior;FACEBOOK;179;3;232;0;2017-03-10
Castilla y León Exterior;FACEBOOK;169;4;232;1;2017-03-03
Castilla y León Exterior;FACEBOOK;142;2;214;2;2017-02-18
Castilla y León Exterior;FACEBOOK;140;1;212;2;2017-02-17
Castilla y León Exterior;FACEBOOK;124;2;201;0;2017-02-09
Castilla y León Exterior;FACEBOOK;106;2;185;2;2017-01-27
Castilla y León Digital;FACEBOOK;5113;3;2382;0;2020-12-29
Castilla y León Digital;FACEBOOK;4993;3;2378;2;2020-11-20
Castilla y León Digital;FACEBOOK;4947;3;2374;-1;2020-11-07
Castilla y León Digital;FACEBOOK;4887;3;2372;1;2020-10-20
Castilla y León Digital;FACEBOOK;4881;3;2369;0;2020-10-18
Castilla y León Digital;FACEBOOK;4832;3;2363;0;2020-10-02
Castilla y León Digital;FACEBOOK;4825;3;2363;0;2020-09-30
Castilla y León Digital;FACEBOOK;4822;3;2363;0;2020-09-29
Castilla y León Digital;FACEBOOK;4819;4;2363;1;2020-09-28
Castilla y León Digital;FACEBOOK;4785;4;2359;0;2020-09-17
Castilla y León Digital;FACEBOOK;4720;3;2350;1;2020-08-30
Castilla y León Digital;FACEBOOK;4671;3;2346;1;2020-08-15
Castilla y León Digital;FACEBOOK;4661;4;2346;1;2020-08-12
Castilla y León Digital;FACEBOOK;4654;3;2344;-1;2020-08-10
Castilla y León Digital;FACEBOOK;4639;5;2346;0;2020-08-05
Castilla y León Digital;FACEBOOK;4618;3;2341;1;2020-07-30
Castilla y León Digital;FACEBOOK;4601;3;2339;0;2020-07-25
Castilla y León Digital;FACEBOOK;4391;4;2315;1;2020-05-28
Castilla y León Digital;FACEBOOK;4302;4;2304;-2;2020-05-09
Castilla y León Digital;FACEBOOK;4290;5;2295;0;2020-05-06
